Year,Region,Students,School,Gender
2018,경남,26198,유치원,남성
2019,경남,24947,유치원,남성
2020,경남,24047,유치원,남성
2021,경남,22897,유치원,남성
2022,경남,21592,유치원,남성
2023,경남,20183,유치원,남성
2024,경남,18677,유치원,남성
1999,제주,3065,유치원,남성
2000,제주,3055,유치원,남성
2001,제주,3167,유치원,남성
2002,제주,3075,유치원,남성
2003,제주,3117,유치원,남성
2004,제주,2814,유치원,남성
2005,제주,3007,유치원,남성
2006,제주,2929,유치원,남성
2007,제주,2762,유치원,남성
2008,제주,2715,유치원,남성
2009,제주,2621,유치원,남성
2010,제주,2492,유치원,남성
2011,제주,2536,유치원,남성
2012,제주,2611,유치원,남성
2013,제주,2785,유치원,남성
2014,제주,2756,유치원,남성
2015,제주,2908,유치원,남성
2016,제주,3045,유치원,남성
2017,제주,3031,유치원,남성
2018,제주,3107,유치원,남성
2019,제주,3180,유치원,남성
2020,제주,3208,유치원,남성
2021,제주,3229,유치원,남성
2022,제주,3018,유치원,남성
2023,제주,2862,유치원,남성
2024,제주,2739,유치원,남성
2000,전국,255552,유치원,여성
2001,전국,258038,유치원,여성
2002,전국,261955,유치원,여성
2003,전국,261555,유치원,여성
2004,전국,258437,유치원,여성
2005,전국,258315,유치원,여성
2006,전국,260202,유치원,여성
2007,전국,259569,유치원,여성
2008,전국,257972,유치원,여성
2009,전국,258595,유치원,여성
2010,전국,260321,유치원,여성
2011,전국,274501,유치원,여성
2012,전국,298875,유치원,여성
2013,전국,320647,유치원,여성
2014,전국,318150,유치원,여성
2015,전국,333072,유치원,여성
2016,전국,345177,유치원,여성
2017,전국,342070,유치원,여성
2018,전국,333501,유치원,여성
2019,전국,313065,유치원,여성
2020,전국,302177,유치원,여성
2021,전국,287693,유치원,여성
2022,전국,272713,유치원,여성
2023,전국,257381,유치원,여성
2024,전국,246030,유치원,여성
1999,서울,41718,유치원,여성
2000,서울,44206,유치원,여성
2001,서울,44352,유치원,여성
2002,서울,44291,유치원,여성
2003,서울,42514,유치원,여성
2004,서울,41726,유치원,여성
2005,서울,40676,유치원,여성
2006,서울,41096,유치원,여성
2007,서울,39783,유치원,여성
2008,서울,39591,유치원,여성
2009,서울,38605,유치원,여성
2010,서울,38102,유치원,여성
2011,서울,39411,유치원,여성
2012,서울,43052,유치원,여성
2013,서울,45337,유치원,여성
2014,서울,44676,유치원,여성
2015,서울,44862,유치원,여성
2016,서울,44843,유치원,여성
2017,서울,44040,유치원,여성
2018,서울,42190,유치원,여성
2019,서울,38568,유치원,여성
2020,서울,36701,유치원,여성
2021,서울,34553,유치원,여성
2022,서울,32686,유치원,여성
2023,서울,30956,유치원,여성
2024,서울,29767,유치원,여성
1999,부산,18212,유치원,여성
2000,부산,18721,유치원,여성
2001,부산,18891,유치원,여성
2002,부산,18874,유치원,여성
2003,부산,18879,유치원,여성
2004,부산,18485,유치원,여성
2005,부산,18121,유치원,여성
2006,부산,18055,유치원,여성
2007,부산,18106,유치원,여성
2008,부산,17771,유치원,여성
2009,부산,17592,유치원,여성
2010,부산,17714,유치원,여성
2011,부산,18516,유치원,여성
2012,부산,19989,유치원,여성
2013,부산,21588,유치원,여성
2014,부산,21435,유치원,여성
2015,부산,22223,유치원,여성
2016,부산,22915,유치원,여성
2017,부산,22642,유치원,여성
2018,부산,21727,유치원,여성
2019,부산,20642,유치원,여성
2020,부산,20026,유치원,여성
2021,부산,19140,유치원,여성
2022,부산,18012,유치원,여성
2023,부산,17059,유치원,여성
2024,부산,16234,유치원,여성
1999,대구,11735,유치원,여성
2000,대구,12614,유치원,여성
2001,대구,12694,유치원,여성
2002,대구,13188,유치원,여성
2003,대구,13783,유치원,여성
2004,대구,13262,유치원,여성
2005,대구,13362,유치원,여성
2006,대구,13478,유치원,여성
2007,대구,13274,유치원,여성
2008,대구,12949,유치원,여성
2009,대구,13149,유치원,여성
2010,대구,13027,유치원,여성
2011,대구,13729,유치원,여성
2012,대구,15328,유치원,여성
2013,대구,16715,유치원,여성
2014,대구,16617,유치원,여성
2015,대구,17900,유치원,여성
2016,대구,19061,유치원,여성
2017,대구,19154,유치원,여성
2018,대구,19019,유치원,여성
2019,대구,17962,유치원,여성
2020,대구,17597,유치원,여성
2021,대구,16842,유치원,여성
2022,대구,16159,유치원,여성
2023,대구,15234,유치원,여성
2024,대구,14396,유치원,여성
1999,인천,12098,유치원,여성
2000,인천,12688,유치원,여성
2001,인천,12776,유치원,여성
2002,인천,13185,유치원,여성
2003,인천,13179,유치원,여성
2004,인천,12861,유치원,여성
2005,인천,12447,유치원,여성
2006,인천,13742,유치원,여성
2007,인천,14601,유치원,여성
2008,인천,15337,유치원,여성
2009,인천,15393,유치원,여성
2010,인천,15906,유치원,여성
2011,인천,16797,유치원,여성
2012,인천,18590,유치원,여성
2013,인천,20303,유치원,여성
2014,인천,19798,유치원,여성
2015,인천,20813,유치원,여성
2016,인천,21954,유치원,여성
2017,인천,21809,유치원,여성
2018,인천,21067,유치원,여성
2019,인천,19501,유치원,여성
2020,인천,18913,유치원,여성
2021,인천,17984,유치원,여성
2022,인천,17570,유치원,여성
2023,인천,17056,유치원,여성
2024,인천,16949,유치원,여성
1999,광주,6331,유치원,여성
2000,광주,6836,유치원,여성
2001,광주,7213,유치원,여성
2002,광주,7202,유치원,여성
2003,광주,7088,유치원,여성
2004,광주,7421,유치원,여성
2005,광주,7597,유치원,여성
2006,광주,7727,유치원,여성
2007,광주,8216,유치원,여성
2008,광주,8088,유치원,여성
2009,광주,8307,유치원,여성
2010,광주,8362,유치원,여성
2011,광주,9129,유치원,여성
2012,광주,9939,유치원,여성
2013,광주,11066,유치원,여성
2014,광주,10997,유치원,여성
2015,광주,11544,유치원,여성
2016,광주,11964,유치원,여성
2017,광주,12046,유치원,여성
2018,광주,12057,유치원,여성
2019,광주,11459,유치원,여성
2020,광주,11485,유치원,여성
2021,광주,10957,유치원,여성
2022,광주,10417,유치원,여성
2023,광주,9846,유치원,여성
2024,광주,9319,유치원,여성
1999,대전,8490,유치원,여성
2000,대전,9282,유치원,여성
2001,대전,9492,유치원,여성
2002,대전,9667,유치원,여성
2003,대전,9988,유치원,여성
2004,대전,9361,유치원,여성
2005,대전,9581,유치원,여성
2006,대전,10235,유치원,여성
2007,대전,10242,유치원,여성
2008,대전,10370,유치원,여성
2009,대전,10071,유치원,여성
2010,대전,9757,유치원,여성
2011,대전,10115,유치원,여성
2012,대전,11323,유치원,여성
2013,대전,12410,유치원,여성
2014,대전,12235,유치원,여성
2015,대전,12507,유치원,여성
2016,대전,12573,유치원,여성
2017,대전,12337,유치원,여성
2018,대전,11837,유치원,여성
2019,대전,11328,유치원,여성
2020,대전,10808,유치원,여성
2021,대전,10406,유치원,여성
2022,대전,9976,유치원,여성
2023,대전,9344,유치원,여성
2024,대전,8812,유치원,여성
1999,울산,8506,유치원,여성
2000,울산,9078,유치원,여성
2001,울산,8890,유치원,여성
2002,울산,8771,유치원,여성
2003,울산,8644,유치원,여성
2004,울산,8331,유치원,여성
2005,울산,8433,유치원,여성
2006,울산,7947,유치원,여성
2007,울산,7907,유치원,여성
2008,울산,7733,유치원,여성
2009,울산,7509,유치원,여성
2010,울산,7425,유치원,여성
2011,울산,7825,유치원,여성
2012,울산,8479,유치원,여성
2013,울산,9211,유치원,여성
2014,울산,8815,유치원,여성
2015,울산,9180,유치원,여성
2016,울산,9520,유치원,여성
2017,울산,9517,유치원,여성
2018,울산,9256,유치원,여성
2019,울산,8628,유치원,여성
2020,울산,8331,유치원,여성
2021,울산,7883,유치원,여성
2022,울산,7310,유치원,여성
2023,울산,6689,유치원,여성
2024,울산,6396,유치원,여성
2013,세종,686,유치원,여성
2014,세종,882,유치원,여성
2015,세종,2019,유치원,여성
2016,세종,2403,유치원,여성
2017,세종,2637,유치원,여성
2018,세종,3212,유치원,여성
2019,세종,3252,유치원,여성
2020,세종,3350,유치원,여성
2021,세종,3269,유치원,여성
2022,세종,3187,유치원,여성
2023,세종,3158,유치원,여성
2024,세종,2932,유치원,여성
1999,경기,53565,유치원,여성
2000,경기,53916,유치원,여성
2001,경기,55414,유치원,여성
2002,경기,57774,유치원,여성
2003,경기,59130,유치원,여성
2004,경기,60583,유치원,여성
2005,경기,61962,유치원,여성
2006,경기,63598,유치원,여성
2007,경기,65038,유치원,여성
2008,경기,66075,유치원,여성
2009,경기,66897,유치원,여성
2010,경기,68913,유치원,여성
2011,경기,73995,유치원,여성
2012,경기,81740,유치원,여성
2013,경기,89213,유치원,여성
2014,경기,88990,유치원,여성
2015,경기,93959,유치원,여성
2016,경기,96907,유치원,여성
2017,경기,95950,유치원,여성
2018,경기,93806,유치원,여성
2019,경기,87549,유치원,여성
2020,경기,83921,유치원,여성
2021,경기,79953,유치원,여성
2022,경기,75587,유치원,여성
2023,경기,71320,유치원,여성
2024,경기,68643,유치원,여성
1999,강원,8215,유치원,여성
2000,강원,8068,유치원,여성
2001,강원,7994,유치원,여성
2002,강원,8053,유치원,여성
2003,강원,7845,유치원,여성
2004,강원,7617,유치원,여성
2005,강원,7520,유치원,여성
2006,강원,7164,유치원,여성
2007,강원,7104,유치원,여성
2008,강원,6890,유치원,여성
2009,강원,6767,유치원,여성
2010,강원,6746,유치원,여성
2011,강원,6861,유치원,여성
2012,강원,7335,유치원,여성
2013,강원,7815,유치원,여성
2014,강원,7744,유치원,여성
2015,강원,8438,유치원,여성
2016,강원,8914,유치원,여성
2017,강원,8591,유치원,여성
2018,강원,8174,유치원,여성
2019,강원,7654,유치원,여성
2020,강원,7323,유치원,여성
2021,강원,6721,유치원,여성
2022,강원,6463,유치원,여성
2023,강원,6225,유치원,여성
2024,강원,6202,유치원,여성
1999,충북,9187,유치원,여성
2000,충북,8788,유치원,여성
2001,충북,8815,유치원,여성
2002,충북,8595,유치원,여성
2003,충북,8427,유치원,여성
2004,충북,8142,유치원,여성
2005,충북,7855,유치원,여성
2006,충북,7754,유치원,여성
2007,충북,7692,유치원,여성
2008,충북,7445,유치원,여성
2009,충북,7363,유치원,여성
2010,충북,7254,유치원,여성
2011,충북,7416,유치원,여성
2012,충북,8087,유치원,여성
2013,충북,8351,유치원,여성
2014,충북,8504,유치원,여성
2015,충북,8849,유치원,여성
2016,충북,9285,유치원,여성
2017,충북,9069,유치원,여성
2018,충북,8708,유치원,여성
2019,충북,8342,유치원,여성
2020,충북,8029,유치원,여성
2021,충북,7685,유치원,여성
2022,충북,7357,유치원,여성
2023,충북,6990,유치원,여성
2024,충북,6796,유치원,여성
1999,충남,10361,유치원,여성
2000,충남,10112,유치원,여성
2001,충남,10220,유치원,여성
2002,충남,10132,유치원,여성
2003,충남,10044,유치원,여성
2004,충남,9734,유치원,여성
2005,충남,10025,유치원,여성
2006,충남,10097,유치원,여성
2007,충남,10043,유치원,여성
2008,충남,10199,유치원,여성
2009,충남,10698,유치원,여성
2010,충남,10940,유치원,여성
2011,충남,11682,유치원,여성
2012,충남,12490,유치원,여성
2013,충남,12698,유치원,여성
2014,충남,12692,유치원,여성
2015,충남,13089,유치원,여성
2016,충남,13693,유치원,여성
2017,충남,13813,유치원,여성
2018,충남,13810,유치원,여성
2019,충남,13093,유치원,여성
2020,충남,12613,유치원,여성
2021,충남,12135,유치원,여성
2022,충남,11656,유치원,여성
2023,충남,10862,유치원,여성
2024,충남,10239,유치원,여성
1999,전북,9868,유치원,여성
2000,전북,10124,유치원,여성
2001,전북,10092,유치원,여성
2002,전북,10043,유치원,여성
2003,전북,10382,유치원,여성
2004,전북,10450,유치원,여성
2005,전북,9960,유치원,여성
2006,전북,9437,유치원,여성
2007,전북,9280,유치원,여성
2008,전북,9034,유치원,여성
2009,전북,9254,유치원,여성
2010,전북,9508,유치원,여성
2011,전북,10170,유치원,여성
2012,전북,10795,유치원,여성
2013,전북,11197,유치원,여성
2014,전북,11193,유치원,여성
2015,전북,12087,유치원,여성
2016,전북,12905,유치원,여성
2017,전북,12624,유치원,여성
2018,전북,11884,유치원,여성
2019,전북,10776,유치원,여성
2020,전북,10420,유치원,여성
2021,전북,9849,유치원,여성
2022,전북,9167,유치원,여성
2023,전북,8546,유치원,여성
2024,전북,7841,유치원,여성
